accession_number,dataset_url,dataset_name,num_subjects,modalities,dx_status,ages,doi_of_papers_from_source_data_lab,doi_of_paper_published_using_openneuro_dataset,senior_author
ds001576,https://openneuro.org/datasets/ds001576/versions/1.0.0,Refresh my memory: Episodic memory reinstatements intrude on working memory maintenance,36,"MRI - func, MRI - anat",,,,,"Hoskin, A.N., Bornstein, A.M., Norman, K.A., & Cohen, J.D."
ds001590,https://openneuro.org/datasets/ds001590/versions/1.0.1,Feature Discrimination,32,"MRI - func, MRI - dwi, MRI - anat",,,,,"McClure, Samuel M."
ds001591,https://openneuro.org/datasets/ds001591/versions/1.3.0,Mouse_rest_KCLtraining,2,"MRI - func, MRI - anat",,,,,"Cash, Diana"
ds001595,https://openneuro.org/datasets/ds001595/versions/1.0.0,Test dataset for XCP software,1,"MRI - dwi, MRI - anat, MRI - func",,,,,
ds001597,https://openneuro.org/datasets/ds001597/versions/1.0.0,multiFingerRSA,20,"MRI - func, MRI - anat",,,,,"Verstynen, Timothy"
ds001600,https://openneuro.org/datasets/ds001600/versions/1.0.0,Example Fieldmaps,1,"MRI - func, MRI - anat",,,,,"Satterthwaite, Ted"
ds001607,https://openneuro.org/datasets/ds001607/versions/1.0.1,Reinstated episodic context guides sampling-based decisions for reward,32,"MRI - func, MRI - anat",,,,,"Bornstein, A.M. & Norman, K.A."
ds001608,https://openneuro.org/datasets/ds001608/versions/1.0.1,Prestimulus Exp2,21,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Cohen, Noga"
ds001612,https://openneuro.org/datasets/ds001612/versions/1.0.2,Offline replay supports planning: fMRI evidence from reward revaluation,24,"MRI - func, MRI - anat",,,,,"Momennejad, I., Otto, A.R., Daw, N., & Norman, K.A."
ds001614,https://openneuro.org/datasets/ds001614/versions/1.1.0,Perceptual decisions result from the continuous accumulation of memory and sensory evidence,31,"T1w, bold, events",,,,,"Cohen, J.D."
ds001618,https://openneuro.org/datasets/ds001618/versions/1.0.1,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",36,MRI - func,,"18-25, 26-34, 35-50, 51-65",,,"Salvador, Raymond"
ds001621,https://openneuro.org/datasets/ds001621/versions/1.1.0,Neural representations of events arise from temporal community structure,20,"MRI - func, MRI - anat",,,,,"Botvinick, M.M."
ds001634,https://openneuro.org/datasets/ds001634/versions/1.0.1,Visual working memory: Study one Task fMRI and Behavioural response,19,"MRI - func, MRI - anat",,,,,"Soreq, Eyal"
ds001635,https://openneuro.org/datasets/ds001635/versions/1.0.1,Visual working memory: Study two Task fMRI and Behavioural response,16,"MRI - func, MRI - anat",,,,,"Soreq, Eyal"
ds001652,https://openneuro.org/datasets/ds001652/versions/2.0.0,Ironia VEV,8,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Valles, Elizabeth"
ds001653,https://openneuro.org/datasets/ds001653/versions/1.0.2,Mouse_rest_awake,29,"MRI - func, MRI - anat",,,,,"Grandjean, Joanes"
ds001705,https://openneuro.org/datasets/ds001705/versions/1.0.1,NRM2018 PET Grand Challenge dataset,5,"MRI - anat, PET",,"26-34, 35-50, 51-65",,,"Gunn, Roger"
ds001715,https://openneuro.org/datasets/ds001715/versions/1.0.0,Dissociable neural mechanisms track evidence accumulation for selection of attention versus action,34,"MRI - func, MRI - anat",,,,,"Shenhav, A., Straccia, M.A., Musslick, S., Cohen, J.D., & Botvinick, M.M."
ds001720,https://openneuro.org/datasets/ds001720/versions/1.0.2,Mouse_rest_multicentre,255,MRI - func,,,,,"Gozzi, Alessandro"
ds001722,https://openneuro.org/datasets/ds001722/versions/1.1.0,A role for the medial temporal lobe subsystem in guiding prosociality: the effect of episodic processes on willingness to help others (Experiment 2),19,"MRI - func, MRI - anat",,,,,"Young, Liane"
ds001725,https://openneuro.org/datasets/ds001725/versions/1.1.0,Mouse_rest_psilocybin,40,"MRI - func, MRI - anat",,,,,"Rudin, Markus"
ds001728,https://openneuro.org/datasets/ds001728/versions/1.1.0,Test-GEIER,1,"MRI - anat, MRI - func",,,,,
ds001734,https://openneuro.org/datasets/ds001734/versions/1.0.5,NARPS,108,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Schonberg, Tom"
ds001740,https://openneuro.org/datasets/ds001740/versions/2.2.0,Convers,25,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 66+",,,"Chaminade, Thierry"
ds001743,https://openneuro.org/datasets/ds001743/versions/1.0.1,Unilateral Glaucoma 3T dMRI,12,"MRI - dwi, MRI - anat",,"18-25, 26-34, 51-65, 66+",,,"Nathaniel P Miller, Yao Liu, Roman Krivochenitser, Bas Rokers"
ds001745,https://openneuro.org/datasets/ds001745/versions/1.1.0,A neural signature of contextually mediated intentional forgetting,24,"MRI - func, MRI - anat",,,,,"Norman, K.A."
ds001747,https://openneuro.org/datasets/ds001747/versions/1.1.0,Exploring the Resting State Neural Activity of Monolinguals and Late and Early Bilinguals,92,"MRI - anat, MRI - func",,"18-25, 26-34",,,"Thompson, Gregory L."
ds001748,https://openneuro.org/datasets/ds001748/versions/1.0.4,Differentiation of functional networks during long-term memory retrieval in children and adolescents,62,"MRI - func, MRI - anat",,"0-10, 11-17, 18-25, 26-34",,,"Burianová, Hana"
ds001751,https://openneuro.org/datasets/ds001751/versions/1.0.2,Context-dependent cognitive control | Flanker task,20,"MRI - func, MRI - anat",,,,,"Verguts, Tom"
ds001761,https://openneuro.org/datasets/ds001761/versions/2.0.1,VanRullen-Reddy-DeepFaceReconstruction Dataset,4,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Reddy, L."
ds001762,https://openneuro.org/datasets/ds001762/versions/1.0.1,Dorsal anterior cingulate and ventromedial prefrontal cortex have inverse roles in both foraging and economic choice,31,"MRI - func, MRI - anat",,,,,"Cohen, J.D."
ds001769,https://openneuro.org/datasets/ds001769/versions/1.3.0,studyforrest_movie_denoised,1,MRI - func,,,,,"Liu, Jia"
ds001771,https://openneuro.org/datasets/ds001771/versions/1.0.2,InterTVA. A multimodal MRI dataset for the study of inter-individual differences in voice perception and identification.,40,"MRI - func, MRI - dwi, MRI - anat",,"18-25, 26-34, 35-50",,,"TAKERKART, Sylvain"
ds001775,https://openneuro.org/datasets/ds001775/versions/1.0.1,Neural Differentiation Tracks Improved Recall of Competing Memories Following Interleaved Study and Retrieval Practice,24,"MRI - func, MRI - anat",,,,,"Hulbert, J.C., & Norman, K.A."
ds001780,https://openneuro.org/datasets/ds001780/versions/1.0.0,SC MRI dataset,1,MRI - anat,,,,,
ds001784,https://openneuro.org/datasets/ds001784/versions/1.1.2,EMOTE-afMSIT,14,"T1w, beh, channels",,,,,"Zorowitz, Sam"
ds001785,https://openneuro.org/datasets/ds001785/versions/1.1.1,Perithreshold Tactile detection task with confidence,18,EEG,Healthy / Control,"18-25, 26-34",,,"Faivre, Nathan"
ds001787,https://openneuro.org/datasets/ds001787/versions/1.1.1,EEG meditation study,24,EEG,,"26-34, 35-50, 51-65, 66+",,,"Brandmeyer, Tracy"
ds001796,https://openneuro.org/datasets/ds001796/versions/1.7.0,Bilingualsim and the brain,64,"MRI - func, MRI - dwi, MRI - anat",,"18-25, 26-34, 35-50, 51-65",,,"Pliatsikas, Christos"
ds001810,https://openneuro.org/datasets/ds001810/versions/1.1.0,"EEG study of the attentional blink; before, during, and after transcranial Direct Current Stimulation (tDCS)",47,"channels, eeg, events",,,,,"Slagter, Heleen A."
ds001814,https://openneuro.org/datasets/ds001814/versions/1.0.7,eNeuro Aversion-Reward Conflict fMRI Analysis,35,"T1w, bold, events",,"18-25, 26-34, 35-50, 51-65",,,"Dougherty, Darin D"
ds001818,https://openneuro.org/datasets/ds001818/versions/1.0.0,CAT Faces MRI experiment,50,"MRI - func, MRI - anat",,,,,
ds001832,https://openneuro.org/datasets/ds001832/versions/1.0.1,Resting State - TMS,16,"T1w, bold",,,,,"Binkofski, Ferdinand"
ds001838,https://openneuro.org/datasets/ds001838/versions/1.0.1,Handedness and Symbolic Number Representation,53,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Ansari, Daniel"
ds001839,https://openneuro.org/datasets/ds001839/versions/1.0.1,Spinal stimulation stepping and standing dataset,6,"T1w, bold, events",,,,,
ds001840,https://openneuro.org/datasets/ds001840/versions/1.0.2,Prestimulus Exp1,24,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Ben-Yakov, Aya"
ds001847,https://openneuro.org/datasets/ds001847/versions/1.0.1,"A Probability Distribution over Latent Causes, in the Orbitofrontal Cortex",32,"MRI - func, MRI - anat",,,,,"Chan, S.C.Y., Niv, Y., & Norman, K.A."
ds001848,https://openneuro.org/datasets/ds001848/versions/1.0.1,"Parallel Adaptation of Symbols, Quantities, and Physical Size",52,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Ansari, Daniel"
ds001849,https://openneuro.org/datasets/ds001849/versions/1.0.2,RS_TMSEEG_Data,20,EEG,,,,,"Wassermann, Eric M."
ds001875,https://openneuro.org/datasets/ds001875/versions/1.0.3,Macaque_MRI,9,"MRI - dwi, MRI - func, MRI - anat",,,,,"McIntosh, Anthony R."
ds001882,https://openneuro.org/datasets/ds001882/versions/1.0.7,Social Decision-Making Intertemporal Choice Task Dataset,20,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",,,"Chang, Steve W.C."
ds001883,https://openneuro.org/datasets/ds001883/versions/1.0.3,Social Decision-Making Risky Choice Task Dataset,21,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",,,"Chang, Steve W.C."
ds001890,https://openneuro.org/datasets/ds001890/versions/1.0.1,Mouse_rest_3xTG,30,"MRI - anat, MRI - func",,,,,"Grandjean, Joanes"
ds001894,https://openneuro.org/datasets/ds001894/versions/1.4.2,Longitudinal Brain Correlates of Multisensory Lexical Processing in Children,188,"MRI - func, MRI - dwi, MRI - anat",,,,,"Younger, Jessica Wise"
ds001907,https://openneuro.org/datasets/ds001907/versions/3.1.0,Udall Pilot (ANT),46,"MRI - func, MRI - dwi, MRI - anat",,,,,"Grabowski, Thomas J."
ds001912,https://openneuro.org/datasets/ds001912/versions/1.0.2,S-cone_MotionInDepth_fMRI,17,"MRI - func, MRI - anat",,,,,"Wade, Alex R."
ds001921,https://openneuro.org/datasets/ds001921/versions/1.0.0,"Anterior cingulate engagement in a foraging context reflects choice difficulty, not foraging value",15,"MRI - func, MRI - anat",,,,,"Botvinick, M.M."
ds001923,https://openneuro.org/datasets/ds001923/versions/1.0.0,"Anterior cingulate engagement in a foraging context reflects choice difficulty, not foraging value (2)",14,"MRI - func, MRI - anat",,,,,"Botvinick, M.M."
ds001926,https://openneuro.org/datasets/ds001926/versions/1.0.1,Violation Differentiation,32,"MRI - func, MRI - anat",,,,,"Turk-Browne, Nicholas B."
ds001927,https://openneuro.org/datasets/ds001927/versions/2.1.0,The physiological effects of non-invasive brain stimulation fundamentally differ across the human cortex,23,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",10.1126/sciadv.aay2739,,"Riedl, Valentin"
ds001928,https://openneuro.org/datasets/ds001928/versions/1.1.0,Functional Connectivity of Music-Induced Analgesia in Fibromyalgia,40,"MRI - func, MRI - dwi, MRI - anat",Fibromyalgia,"18-25, 26-34, 35-50, 51-65, 66+",,,"Alcauter, Sarael"
ds001942,https://openneuro.org/datasets/ds001942/versions/1.2.0,Auditory localization with 7T fMRI,10,"MRI - func, MRI - anat, MRI - dwi",,"18-25, 26-34",,,"Martino, Federico De"
ds001945,https://openneuro.org/datasets/ds001945/versions/1.0.0,MouseLemurAtlas_MRIraw,34,MRI - anat,,,,,"Dhenain, M."
ds001946,https://openneuro.org/datasets/ds001946/versions/1.0.3,Hippocampal-neocortical interactions sharpen over time for predictive actions,24,"MRI - func, MRI - anat",,,,,"Turk-Browne, N.B."
ds001971,https://openneuro.org/datasets/ds001971/versions/1.1.1,Audiocue walking study,20,EEG,,,,,"Mueller-Putz, Gernot"
ds001972,https://openneuro.org/datasets/ds001972/versions/1.0.2,svndl_anatomy,33,MRI - anat,,,,,"Norcia, Anthony M."
ds001978,https://openneuro.org/datasets/ds001978/versions/1.0.3,multicue_attention,14,"MRI - func, MRI - anat",,,,,"Norcia, Anthony M."
ds001981,https://openneuro.org/datasets/ds001981/versions/1.0.3,Temporal stability of fMRI in medetomidine-anesthetized rats,24,"MRI - func, MRI - anat",Healthy / Control,,https://doi.org/10.1038/s41598-019-53144-y,,"Boretius, Susann"
ds001984,https://openneuro.org/datasets/ds001984/versions/1.0.2,multicue_passive,15,"MRI - func, MRI - anat",,,,,"Norcia, Anthony M."
ds002000,https://openneuro.org/datasets/ds002000/versions/1.0.0,reinstatement_fidelity,21,"MRI - func, MRI - anat",,,,,"Hanslmayr, Simon"
ds002001,https://openneuro.org/datasets/ds002001/versions/1.0.0,Rivalry_Tagging,10,"MRI - anat, MEG",,,,,"Bock, Elizabeth"
ds002006,https://openneuro.org/datasets/ds002006/versions/1.0.1,Memory and decision making dataset,30,"MRI - func, MRI - anat",,,https://doi.org/10.7554/eLife.46080.001,,"Shadlen, Michael N."
ds002011,https://openneuro.org/datasets/ds002011/versions/1.0.0,Locus coeruleus activity strengthens prioritized memories under arousal,22,"MRI - func, MRI - anat",,,,,"Mather, Mara"
ds002013,https://openneuro.org/datasets/ds002013/versions/1.0.3,Visual Receptive Field Mapping Experiment,4,"MRI - func, MRI - anat",,"18-25, 26-34",,,"conversion), Joram Soch (BIDS"
ds002014,https://openneuro.org/datasets/ds002014/versions/1.0.1,Language Production fMRI,1,"MRI - func, MRI - anat",,,,,"Labudda, Kirsten"
ds002016,https://openneuro.org/datasets/ds002016/versions/1.0.0,BigBrainMRICoreg,4,MRI,,,,,"Khan, Ali R."
ds002033,https://openneuro.org/datasets/ds002033/versions/1.0.1,Investigating the visual number form area: A replication study,43,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",,,"Ansari, Daniel"
ds002034,https://openneuro.org/datasets/ds002034/versions/1.0.3,Real-time EEG feedback on alpha power lateralization leads to behavioral improvements in a covert attention task,14,EEG,Healthy / Control,"18-25, 26-34",https://doi.org/10.1007/s10548-019-00725-9,,"Millan, Jose del R."
ds002040,https://openneuro.org/datasets/ds002040/versions/1.0.2,BIDS_PARKINSON,1,MRI - anat,,,,,
ds002041,https://openneuro.org/datasets/ds002041/versions/2.0.0,Mesolimbic dopamine D2 receptors and neural representations of subjective value,25,"MRI - func, MRI - anat, PET",,18-25,,,"Samanez-Larkin, Gregory R."
ds002076,https://openneuro.org/datasets/ds002076/versions/1.0.1,Layer-dependent activity in human prefrontal cortex during working memory,13,"MRI - func, MRI - anat",,,,,"Bandettini, Peter A"
ds002080,https://openneuro.org/datasets/ds002080/versions/4.0.0,BTC_postop,29,"MRI - dwi, MRI - anat, MRI - func",,"35-50, 51-65, 66+",,,"Marinazzo, Daniele"
ds002087,https://openneuro.org/datasets/ds002087/versions/1.0.0,Datasets with and without deliberate head movements for detection and imputation of dropout in diffusion MRI,1,MRI - dwi,,,,,"Schultz, Thomas"
ds002094,https://openneuro.org/datasets/ds002094/versions/1.0.0,Single-pulse open-loop TMS-EEG dataset,20,"channels, eeg, events",,,,,
ds002105,https://openneuro.org/datasets/ds002105/versions/1.1.0,Multi-domain task battery (MDTB),24,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",10.1038/s41593-019-0436-x,"King, M., Hernandez-Castillo, C.R., Poldrack, R.A., Ivry, R.B., and Diedrichsen, J. (2019). Functional boundaries in the human cerebellum revealed by a multi-domain task battery. Nat. Neurosci. 22, 1371–1378.","Diedrichsen, Jörn"
ds002116,https://openneuro.org/datasets/ds002116/versions/1.0.0,Development of Symbolic Number Processing,57,"MRI - func, MRI - anat",Healthy / Control,"0-10, 11-17",,,"Ansari, Daniel"
ds002134,https://openneuro.org/datasets/ds002134/versions/1.0.0,Mouse_opto_3xTG,31,"MRI - func, MRI - anat",,0-10,,,"Grandjean, Joanes"
ds002144,https://openneuro.org/datasets/ds002144/versions/2.0.0,Stat Episodic,36,"MRI - func, MRI - anat",,,,,"Turk-Browne, N.B."
ds002149,https://openneuro.org/datasets/ds002149/versions/1.0.5,Conditional Visual Associative Learning Task,20,"MRI - func, MRI - anat",,,,,"Mattfeld, Aaron T."
ds002153,https://openneuro.org/datasets/ds002153/versions/1.0.1,testrun,1,"MRI - func, MRI - anat",,,,,"Joey, "
ds002154,https://openneuro.org/datasets/ds002154/versions/1.0.0,Mouse_rest_psilocybin_pilot,24,MRI - func,,,,,"Rudin, Markus"
ds002155,https://openneuro.org/datasets/ds002155/versions/1.0.0,A mesial-to-lateral dissociation for orthographic processing in the visual cortex,20,"MRI - func, MRI - anat",,,,,"Cohen, Laurent"
ds002156,https://openneuro.org/datasets/ds002156/versions/2.0.0,Multi-echo masking test dataset,1,"MRI - func, MRI - anat",,,,,"Stringaris, Argyris"
ds002158,https://openneuro.org/datasets/ds002158/versions/1.0.2,Simultaneous eeg-fmri for a speeded discrimination task with confidence,20,"MRI - func, MRI - anat, EEG",Healthy / Control,"18-25, 26-34",10.1073/pnas.1918335117,,"Millan, Jose del R."
ds002168,https://openneuro.org/datasets/ds002168/versions/1.1.0,Pattern Separation beyond the Hippocampus: A High-Resolution Whole-Brain Investigation of Mnemonic Discrimination in Healthy Adults,48,"MRI - func, MRI - anat",,,,,"Kirwan, C. Brock"
ds002169,https://openneuro.org/datasets/ds002169/versions/1.0.0,CCD,33,"MRI - func, MRI - anat",,18-25,,,"Wagner, Anthony D."
ds002179,https://openneuro.org/datasets/ds002179/versions/1.1.0,7 Tesla MRI of the ex vivo human brain at 100 micron resolution,1,MRI - anat,,,,,"A, van der Kouwe"
ds002181,https://openneuro.org/datasets/ds002181/versions/1.0.0,CRYPTO and PROVIDE EEG Baseline Data,226,"channels, eeg, events",,"0-10, 35-50",,,"Nelson, Charles A"
ds002185,https://openneuro.org/datasets/ds002185/versions/1.1.0,Human Olfaction Without Apparent Olfactory Bulbs,22,"T1w, T2w, dwi, bold, events",,,,,"Sobel, Noam"
ds002207,https://openneuro.org/datasets/ds002207/versions/1.0.0,CEREBRuM: a 3T MRI segmentation tool,7,MRI - anat,Healthy / Control,,,,"Muckli, Lars"
ds002218,https://openneuro.org/datasets/ds002218/versions/2.0.0,Auditory and Visual Rhythm Omission EEG,18,EEG,,,,,"Balasubramaniam, Ramesh"
ds002232,https://openneuro.org/datasets/ds002232/versions/1.0.0,Caltech rsfMRI Dataset,6,"MRI - func, MRI - anat",,"18-25, 26-34",,,"Adolphs, Ralph"
ds002236,https://openneuro.org/datasets/ds002236/versions/1.1.1,Cross-Sectional Multidomain Lexical Processing,91,"MRI - func, MRI - anat",,"0-10, 11-17",,,"Booth, James R."
ds002237,https://openneuro.org/datasets/ds002237/versions/1.1.0,Briefly cueing memories leads to suppression of their neural representations,16,"MRI - func, MRI - anat",,,,,"Norman, K. A."
ds002241,https://openneuro.org/datasets/ds002241/versions/1.1.1,Sketch Loop,31,"MRI - func, MRI - anat",,,https://doi.org/10.1523/JNEUROSCI.1843-19.2019,,"Turk-Browne, N.B."
ds002242,https://openneuro.org/datasets/ds002242/versions/1.0.0,Correcting False Memories: The Effect of Mnemonic Generalization on Original Memory Traces,35,"MRI - func, MRI - anat",Healthy / Control,,,,"Kirwan, C. Brock"
ds002250,https://openneuro.org/datasets/ds002250/versions/1.0.1,The agency of accidents : neural correlates of moral judgments for first-person and third-person accidental harms,20,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",,,"Young, Liane"
ds002270,https://openneuro.org/datasets/ds002270/versions/1.0.0,Viewing_food_cues,19,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34",,,"Claise, Béatrice"
