Dataset Name,Link,Paper Link,Source / Institutions (Location),Ethics Approval,Is Age Explicitly Documented,Age Documented How,Is Age Complete,Patient Demographics / Covariates / Metadata,Sample Size,Imaging Modality(ies),Peds vs. Adult,Organ / Body Part
ds004192,https://openneuro.org/datasets/ds004192/versions/1.0.7,,,NIH Institutional Review Board as part of the study protocol 93-M-0170 (NCT00001360),True,Patient-Level,True,"Avg. Age: 25.33 years
Age Range: 23.00 to 29.00 years","Patients: 3
Sequences: 3",MRI,Adult,Brain
ds004194,https://openneuro.org/datasets/ds004194/versions/2.0.0,https://doi.org/10.1101/2021.08.08.455547,"at bedside in the patient's hospital room
- Experimental location

Data were collected at NYU University Langone Hospital (New York, USA) or at University Medical Center Utrecht (The Netherlands)","The study was approved by the NYU Grossman School of Medicine Institutional Review Board and the ethical committee of the University Medical Center Utrecht, in accordance with the Declaration of Helsinki (2013)",True,Patient-Level,True,"Avg. Age: 28.86 years
Age Range: 18.00 to 47.00 years","Patients: 14
Sequences: 14",MRI,Adult,Brain
ds004196,https://openneuro.org/datasets/ds004196/versions/2.0.2,10.1101/2022.05.24.492109,,"Etikprövning myndigheden, ID:2021-06710-01",True,Patient-Level,True,"Avg. Age: 39.75 years
Age Range: 33.00 to 52.00 years","Patients: 4
Sequences: 4",MRI,Adult,Brain
ds004199,https://openneuro.org/datasets/ds004199/versions/1.0.5,,,Ethics Committee of the University of Bonn,True,Patient-Level,True,"Avg. Age: 6.63 years
Age Range: 3.00 to 13.00 years","Patients: 170
Sequences: 170",MRI,Peds,Brain
ds004212,https://openneuro.org/datasets/ds004212/versions/2.0.1,,,,False,,,,"Patients: 4
Sequences: 4",MRI,,Brain
ds004213,https://openneuro.org/datasets/ds004213/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 18.00 to 65.00 years,"Patients: 5
Sequences: 5",MRI,Adult,Brain
ds004217,https://openneuro.org/datasets/ds004217/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 67
Sequences: 67",MRI,Adult,Brain
ds004219,https://openneuro.org/datasets/ds004219/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 11.00 to 25.00 years,"Patients: 10
Sequences: 10",MRI,"Peds, Adult",Brain
ds004226,https://openneuro.org/datasets/ds004226/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 28
Sequences: 28",MRI,Adult,Brain
ds004228,https://openneuro.org/datasets/ds004228/versions/1.0.1,,,,False,,,,"Patients: 70
Sequences: 70",MRI,,Brain
ds004230,https://openneuro.org/datasets/ds004230/versions/3.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 65.00 years,"Patients: 16
Sequences: 16",MRI,Adult,Brain
ds004254,https://openneuro.org/datasets/ds004254/versions/1.0.0,,,,False,,,,"Patients: 15
Sequences: 15",MRI,,Brain
ds004259,https://openneuro.org/datasets/ds004259/versions/1.0.0,,,,False,,,,"Patients: 64
Sequences: 64",MRI,,Brain
ds004261,https://openneuro.org/datasets/ds004261/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 21.51 years
Age Range: 18.00 to 25.00 years","Patients: 57
Sequences: 57",MRI,Adult,Brain
ds004265,https://openneuro.org/datasets/ds004265/versions/1.1.2,,,,False,,,,"Patients: 5
Sequences: 5",MRI,,Brain
ds004271,https://openneuro.org/datasets/ds004271/versions/1.1.0,,,,True,Patient-Level,True,"Avg. Age: 40.00 years
Age Range: 37.00 to 43.00 years","Patients: 2
Sequences: 2",MRI,Adult,Brain
ds004274,https://openneuro.org/datasets/ds004274/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 27.21 years
Age Range: 22.00 to 34.00 years","Patients: 33
Sequences: 33",MRI,Adult,Brain
ds004280,https://openneuro.org/datasets/ds004280/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 26.00 to 34.00 years,"Patients: 2
Sequences: 2",MRI,Adult,Brain
ds004283,https://openneuro.org/datasets/ds004283/versions/1.0.3,,,,True,Task/Data Description,,Age Range: 26.00 to 34.00 years,"Patients: 4
Sequences: 4",MRI,Adult,Brain
ds004285,https://openneuro.org/datasets/ds004285/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 66.00 years,"Patients: 78
Sequences: 78",MRI,Adult,Brain
ds004286,https://openneuro.org/datasets/ds004286/versions/1.0.0,,,,False,,,,"Patients: 23
Sequences: 23",MRI,,Brain
ds004299,https://openneuro.org/datasets/ds004299/versions/1.0.0,,,,False,,,,"Patients: 123
Sequences: 123",MRI,,Brain
ds004301,https://openneuro.org/datasets/ds004301/versions/1.0.2,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 11
Sequences: 11",MRI,Adult,Brain
ds004302,https://openneuro.org/datasets/ds004302/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 18.00 to 66.00 years,"Patients: 71
Sequences: 71",MRI,Adult,Brain
ds004312,https://openneuro.org/datasets/ds004312/versions/1.0.3,,,,True,Task/Data Description,,Age Range: 18.00 to 65.00 years,"Patients: 20
Sequences: 20",MRI,Adult,Brain
ds004323,https://openneuro.org/datasets/ds004323/versions/1.0.0,,,,False,,,,"Patients: 32
Sequences: 32",MRI,,Brain
ds004327,https://openneuro.org/datasets/ds004327/versions/1.0.3,,"_______________________________
## METHODS ##
_______________________________

Subjects: Participants were recruited from the local New Haven, CT, USA community and university population via flyer and social media advertisements","All individuals provided written informed consent, and the study procedures were approved by the Yale Human Investigations Committee (Institutional Review Board Protocol # 0405026766).",True,Patient-Level,True,"Avg. Age: 27.04 years
Age Range: 18.00 to 42.00 years","Patients: 47
Sequences: 47",MRI,Adult,Brain
ds004331,https://openneuro.org/datasets/ds004331/versions/1.0.4,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004332,https://openneuro.org/datasets/ds004332/versions/1.3.0,,,"The recruitment was performed by advertisement for different research projects, with approval by the Ethics Committee of Copenhagen and Frederiksberg, Denmark (protocol number H-KF-2006-20). Written informed consent was obtained from each participant.",True,Patient-Level,True,"Avg. Age: 23.45 years
Age Range: 19.00 to 36.00 years","Patients: 22
Sequences: 22",MRI,Adult,Brain
ds004339,https://openneuro.org/datasets/ds004339/versions/1.0.0,,,,False,,,,"Patients: 2
Sequences: 2",MRI,,Brain
ds004341,https://openneuro.org/datasets/ds004341/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 23.07 years
Age Range: 19.00 to 35.00 years","Patients: 28
Sequences: 28",MRI,Adult,Brain
ds004346,https://openneuro.org/datasets/ds004346/versions/1.0.8,https://doi.org/10.1016/j.neuroimage.2022.119047,,,True,Patient-Level,True,"Avg. Age: 44.00 years
Age Range: 44.00 to 44.00 years","Patients: 1
Sequences: 1",MRI,Adult,Brain
ds004349,https://openneuro.org/datasets/ds004349/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 57
Sequences: 57",MRI,Adult,Brain
ds004359,https://openneuro.org/datasets/ds004359/versions/1.0.0,,,,False,,,,"Patients: 57
Sequences: 57",MRI,,Brain
ds004386,https://openneuro.org/datasets/ds004386/versions/1.1.2,,,,True,Patient-Level,True,"Avg. Age: 27.17 years
Age Range: 20.00 to 37.00 years","Patients: 48
Sequences: 48",MRI,Adult,Brain
ds004392,https://openneuro.org/datasets/ds004392/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 51.00 to 66.00 years,"Patients: 58
Sequences: 58",MRI,Adult,Brain
ds004393,https://openneuro.org/datasets/ds004393/versions/1.0.4,,,,False,,,,"Patients: 32
Sequences: 32",MRI,,Brain
ds004400,https://openneuro.org/datasets/ds004400/versions/1.0.6,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 25
Sequences: 25",MRI,Adult,Brain
ds004401,https://openneuro.org/datasets/ds004401/versions/1.3.0,doi:10.18112/openneuro.ds004230.v2.3.1,,,True,Patient-Level,True,"Avg. Age: 30.82 years
Age Range: 23.00 to 42.00 years","Patients: 11
Sequences: 11",MRI,Adult,Brain
ds004406,https://openneuro.org/datasets/ds004406/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 23
Sequences: 23",MRI,Adult,Brain
ds004440,https://openneuro.org/datasets/ds004440/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 0.00 to 34.00 years,"Patients: 49
Sequences: 49",MRI,"Peds, Adult",Brain
ds004443,https://openneuro.org/datasets/ds004443/versions/1.0.0,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 9
Sequences: 9",MRI,Adult,Brain
ds004450,https://openneuro.org/datasets/ds004450/versions/1.0.1,,,,False,,,,"Patients: 3
Sequences: 3",MRI,,Brain
ds004455,https://openneuro.org/datasets/ds004455/versions/1.1.0,,,,False,,,,"Patients: 94
Sequences: 94",MRI,,Brain
ds004456,https://openneuro.org/datasets/ds004456/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 23.40 years
Age Range: 19.00 to 32.00 years","Patients: 42
Sequences: 42",MRI,Adult,Brain
ds004458,https://openneuro.org/datasets/ds004458/versions/1.0.1,,,,False,,,,"Patients: 2
Sequences: 2",MRI,,Brain
ds004465,https://openneuro.org/datasets/ds004465/versions/1.0.0,,,,False,,,,"Patients: 15
Sequences: 15",MRI,,Brain
ds004466,https://openneuro.org/datasets/ds004466/versions/1.0.2,,,Brighton and Sussex Medical School (BSMS) Research Governance and Ethics Committee,True,Patient-Level,True,"Avg. Age: 35.64 years
Age Range: 18.00 to 68.00 years","Patients: 127
Sequences: 127",MRI,Adult,Brain
ds004467,https://openneuro.org/datasets/ds004467/versions/1.0.0,,,This protocol was approved by the MIT Committee on the Use of Humans as Experimental Subjects.,True,Patient-Level,True,"Avg. Age: 24.33 years
Age Range: 20.00 to 30.00 years","Patients: 18
Sequences: 18",MRI,Adult,Brain
ds004469,https://openneuro.org/datasets/ds004469/versions/1.1.4,10.1101/2022.08.02.22278343,,The study was approved by the Ethics Committee of the Institute of Neurobiology ,True,Patient-Level,True,"Avg. Age: 31.30 years
Age Range: 17.00 to 57.00 years","Patients: 74
Sequences: 74",MRI,"Peds, Adult (>95.94%)",Brain
ds004470,https://openneuro.org/datasets/ds004470/versions/1.0.1,https://doi.org/10.1002/hbm.25137,"Ethics: 
Release of this dataset was approved by the Western University Health Sciences Research Ethics Board (R-17-156)
Siemens Healthineers, Erlangen, Germany) at the Western University Centre for Functional and Metabolic Mapping (CFMM)",Western University Health Sciences Research Ethics Board (R-17-156),True,Patient-Level,True,"Avg. Age: 45.88 years
Age Range: 20.00 to 70.00 years","Patients: 32
Sequences: 32",MRI,Adult,Brain
ds004471,https://openneuro.org/datasets/ds004471/versions/1.0.1,10.1007/s00429-021-02408-3,"This release currently contains pre-DBS gadolinium-enhanced imaging collected at our institution (University Hospital in London, ON, Canada) with a 1
Ethics approval was received for anonymized release of patient scans by the Human Subject Research Ethics Board (HSREB) office at the University of Western Ontario (REB# 109045)",Human Subject Research Ethics Board (HSREB) office at the University of Western Ontario (REB# 109045).,True,Patient-Level,True,"Avg. Age: 60.23 years
Age Range: 38.00 to 70.00 years","Patients: 40
Sequences: 40",MRI,Adult,Brain
ds004473,https://openneuro.org/datasets/ds004473/versions/1.0.2,,,,True,Task/Data Description,,Age Range: 26.00 to 50.00 years,"Patients: 8
Sequences: 8",MRI,Adult,Brain
ds004475,https://openneuro.org/datasets/ds004475/versions/1.0.3,,,IRB201701603,True,Patient-Level,True,"Avg. Age: 22.77 years
Age Range: 19.00 to 29.00 years","Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004478,https://openneuro.org/datasets/ds004478/versions/1.0.2,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 6
Sequences: 6",MRI,Adult,Brain
ds004482,https://openneuro.org/datasets/ds004482/versions/1.0.0,https://doi.org/10.1101/2022.10.15.512361,,,True,Patient-Level,True,"Avg. Age: 26.09 years
Age Range: 20.00 to 35.00 years","Patients: 23
Sequences: 23",MRI,Adult,Brain
ds004484,https://openneuro.org/datasets/ds004484/versions/1.0.1,,,,True,Task/Data Description,,Age Range: 18.00 to 50.00 years,"Patients: 20
Sequences: 20",MRI,Adult,Brain
ds004488,https://openneuro.org/datasets/ds004488/versions/1.1.1,,,,True,Patient-Level,True,"Avg. Age: 22.17 years
Age Range: 18.00 to 29.00 years","Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004489,https://openneuro.org/datasets/ds004489/versions/1.0.1,https://doi.org/10.1101/2022.10.10.511419,,,True,Patient-Level,True,"Avg. Age: 23.80 years
Age Range: 19.00 to 28.00 years","Patients: 15
Sequences: 15",MRI,Adult,Brain
ds004493,https://openneuro.org/datasets/ds004493/versions/1.0.2,,,,True,Task/Data Description,,Age Range: 18.00 to 34.00 years,"Patients: 16
Sequences: 16",MRI,Adult,Brain
ds004496,https://openneuro.org/datasets/ds004496/versions/2.1.2,,,,True,Patient-Level,True,"Avg. Age: 21.23 years
Age Range: 18.00 to 26.00 years","Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004498,https://openneuro.org/datasets/ds004498/versions/1.0.0,,,,False,,,,"Patients: 1
Sequences: 1",MRI,Adult,Brain
ds004499,https://openneuro.org/datasets/ds004499/versions/1.0.3,10.1002/hbm.25698,"BOLD sequence obtained from the Centre for Magnetic Resonance Research (CMRR), University of Minnesota",,True,Patient-Level,True,"Avg. Age: 28.98 years
Age Range: 18.00 to 41.00 years","Patients: 50
Sequences: 50",MRI,Adult,Brain
ds004505,https://openneuro.org/datasets/ds004505/versions/1.0.4,,,University of Florida Institutional Review Board (IRB201801727),True,Patient-Level,True,"Avg. Age: 21.96 years
Age Range: 18.00 to 30.00 years","Patients: 25
Sequences: 25",MRI,Adult,Brain
ds004507,https://openneuro.org/datasets/ds004507/versions/1.1.0,,,,True,Patient-Level,True,"Avg. Age: 22.90 years
Age Range: 22.00 to 26.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004513,https://openneuro.org/datasets/ds004513/versions/1.0.4,,,,True,Patient-Level,True,"Avg. Age: 37.10 years
Age Range: 22.00 to 52.00 years","Patients: 29
Sequences: 29",MRI,Adult,Brain
ds004516,https://openneuro.org/datasets/ds004516/versions/2.0.1,https://doi.org/10.1101/2022.09.09.507003,,,True,Patient-Level,True,"Avg. Age: 28.28 years
Age Range: 19.00 to 64.00 years","Patients: 43
Sequences: 43",MRI,Adult,Brain
ds004529,https://openneuro.org/datasets/ds004529/versions/1.1.1,https://osf.io/tye24/,,Approved by the local ethics committee of the Medical Faculty of the University of Marburg,True,Patient-Level,True,"Avg. Age: 23.76 years
Age Range: 20.00 to 30.00 years","Patients: 34
Sequences: 34",MRI,Adult,Brain
ds004533,https://openneuro.org/datasets/ds004533/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 26.69 years
Age Range: 18.00 to 40.00 years","Patients: 45
Sequences: 45",MRI,Adult,Brain
ds004539,https://openneuro.org/datasets/ds004539/versions/1.1.1,,,The Study was approved by the local Ethics Review Committee for Psychology and Neuroscience (ERCPN) at Maastricht University (ERCPN refnr 180\_03\_06\_2017),True,Patient-Level,True,"Avg. Age: 27.90 years
Age Range: 23.00 to 31.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004542,https://openneuro.org/datasets/ds004542/versions/1.0.0,https://doi.org/10.31234/osf.io/x3avb,,,True,Patient-Level,True,"Avg. Age: 25.50 years
Age Range: 23.00 to 30.00 years","Patients: 4
Sequences: 4",MRI,Adult,Brain
ds004544,https://openneuro.org/datasets/ds004544/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 23.37 years
Age Range: 18.00 to 54.00 years","Patients: 38
Sequences: 38",MRI,Adult,Brain
ds004552,https://openneuro.org/datasets/ds004552/versions/1.0.1,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds004553,https://openneuro.org/datasets/ds004553/versions/1.0.1,,,,False,,,,"Patients: 50
Sequences: 50",MRI,,Brain
ds004556,https://openneuro.org/datasets/ds004556/versions/1.0.1,,,,True,Patient-Level,True,"Avg. Age: 29.98 years
Age Range: 21.00 to 53.00 years","Patients: 53
Sequences: 53",MRI,Adult,Brain
ds004557,https://openneuro.org/datasets/ds004557/versions/1.1.0,,All participants were students at university,,True,Patient-Level,True,"Avg. Age: 24.25 years
Age Range: 19.00 to 38.00 years","Patients: 36
Sequences: 36",MRI,Adult,Brain
ds004560,https://openneuro.org/datasets/ds004560/versions/1.0.1,,,,False,,,,"Patients: 2
Sequences: 2",MRI,,Brain
ds004562,https://openneuro.org/datasets/ds004562/versions/1.0.4,,,"All participants provided written informed consent, and the Institutional Review Board of the Korea Advanced Institute of Science and Technology approved the study (approval number: KH2019-164).",True,Patient-Level,True,"Avg. Age: 22.87 years
Age Range: 20.00 to 26.00 years","Patients: 23
Sequences: 23",MRI,Adult,Brain
ds004564,https://openneuro.org/datasets/ds004564/versions/1.0.1,,,,False,,,,"Patients: 2
Sequences: 2",MRI,,Brain
ds004581,https://openneuro.org/datasets/ds004581/versions/2.0.1,,,,True,Patient-Level,True,"Avg. Age: 26.17 years
Age Range: 19.00 to 33.00 years","Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004589,https://openneuro.org/datasets/ds004589/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 22.47 years
Age Range: 18.00 to 48.00 years","Patients: 99
Sequences: 99",MRI,Adult,Brain
ds004590,https://openneuro.org/datasets/ds004590/versions/1.0.0,https://doi.org/10.1101/2023.01.09.523096,,,True,Patient-Level,True,"Avg. Age: 26.00 years
Age Range: 24.00 to 30.00 years","Patients: 4
Sequences: 4",MRI,Adult,Brain
ds004592,https://openneuro.org/datasets/ds004592/versions/1.0.1,https://doi.org/10.1101/2022.11.05.515307,,,True,Patient-Level,True,"Avg. Age: 23.00 years
Age Range: 18.00 to 30.00 years","Patients: 27
Sequences: 27",MRI,Adult,Brain
ds004594,https://openneuro.org/datasets/ds004594/versions/1.0.1,,,,False,,,,"Patients: 20
Sequences: 20",MRI,,Brain
ds004597,https://openneuro.org/datasets/ds004597/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 25.89 years
Age Range: 21.00 to 34.00 years","Patients: 27
Sequences: 27",MRI,Adult,Brain
ds004604,https://openneuro.org/datasets/ds004604/versions/2.0.0,,,,True,Patient-Level,True,"Avg. Age: 33.62 years
Age Range: 21.00 to 67.00 years","Patients: 50
Sequences: 50",MRI,Adult,Brain
ds004605,https://openneuro.org/datasets/ds004605/versions/1.0.1,,"Data was collected at the National Institute of Mental Health (NIMH), Bethesda, Maryland by the [Emotion and Development Branch (EDB)](https://www
, claustrophobia, pregnancy)  
* Full-scale IQ < 70

### Consent

Institutional Review Board approval, parent or guardian consent, and child assent were obtained",NIH Clinical Study Protocols NCT02531893 (Psychological Treatments for Youth With Severe Irritability) and NCT00025935 (Studies of Brain Function and Course of Illness in Pediatric Bipolar Disorder).,True,Patient-Level,True,"Avg. Age: 12.69 years
Age Range: 7.60 to 20.50 years","Patients: 583
Sequences: 583",MRI,"Peds, Adult (>1.71%)",Brain
ds004611,https://openneuro.org/datasets/ds004611/versions/1.0.2,,,,False,,,,"Patients: 73
Sequences: 73",MRI,,Brain
ds004616,https://openneuro.org/datasets/ds004616/versions/1.1.1,https://doi.org/10.1101/2023.04.25.537883,,,True,Patient-Level,True,"Avg. Age: 25.85 years
Age Range: 20.00 to 38.00 years","Patients: 26
Sequences: 26",MRI,Adult,Brain
ds004624,https://openneuro.org/datasets/ds004624/versions/1.2.2,,,,False,,,,"Patients: 2
Sequences: 2",MRI,,Brain
ds004627,https://openneuro.org/datasets/ds004627/versions/1.1.0,,,,False,,,,"Patients: 130
Sequences: 130",MRI,,Brain
ds004630,https://openneuro.org/datasets/ds004630/versions/1.1.1,,,,False,,,,"Patients: 49
Sequences: 49",MRI,,Brain
ds004631,https://openneuro.org/datasets/ds004631/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 23.82 years
Age Range: 19.00 to 32.00 years","Patients: 38
Sequences: 38",MRI,Adult,Brain
ds004632,https://openneuro.org/datasets/ds004632/versions/1.0.3,10.1038/s41598-022-08713-z,,Agreement number APAFIS#4688-2016032514131943 from local committee CELYNE-CNREEA (C2EA-42),True,Patient-Level,True,"Avg. Age: 9.00 years
Age Range: 9.00 to 9.00 years","Patients: 11
Sequences: 11",MRI,Peds,Brain
ds004636,https://openneuro.org/datasets/ds004636/versions/1.0.4,,,This study was approved by the Stanford Institutional Review Board (IRB protocol #39322) ,True,Patient-Level,True,"Avg. Age: 23.85 years
Age Range: 18.00 to 45.00 years","Patients: 110
Sequences: 110",MRI,Adult,Brain
ds004640,https://openneuro.org/datasets/ds004640/versions/1.0.4,,,,False,,,,"Patients: 2
Sequences: 2",MRI,,Brain
ds004645,https://openneuro.org/datasets/ds004645/versions/1.0.0,doi: 10.1101/2023.01.25.525528,,,True,Patient-Level,True,"Avg. Age: 27.33 years
Age Range: 22.00 to 42.00 years","Patients: 15
Sequences: 15",MRI,Adult,Brain
ds004647,https://openneuro.org/datasets/ds004647/versions/1.0.2,,,,True,Patient-Level,True,"Avg. Age: 24.34 years
Age Range: 19.00 to 34.00 years","Patients: 44
Sequences: 44",MRI,Adult,Brain
ds004648,https://openneuro.org/datasets/ds004648/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 29.62 years
Age Range: 21.00 to 40.00 years","Patients: 88
Sequences: 88",MRI,Adult,Brain
ds004650,https://openneuro.org/datasets/ds004650/versions/1.0.2,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds004654,https://openneuro.org/datasets/ds004654/versions/1.0.1,,,"National Institutes of Health Combined Neurosciences Institutional Review Board (06-M-0214, NCT00362843)
National Institutes of Health Radioactive Drug Research Committee
National Institutes of Health Radiation Safety Committee",True,Patient-Level,True,"Avg. Age: 21.32 years
Age Range: 18.00 to 24.00 years","Patients: 28
Sequences: 28",MRI,Adult,Brain
ds004656,https://openneuro.org/datasets/ds004656/versions/1.1.0,10.1007/s11682-015-9366-8,,,True,Patient-Level,True,"Avg. Age: 23.33 years
Age Range: 22.00 to 25.00 years","Patients: 15
Sequences: 15",MRI,Adult,Brain
ds004662,https://openneuro.org/datasets/ds004662/versions/1.1.0,https://doi.org/10.1101/2023.07.19.549746,,,True,Patient-Level,True,"Avg. Age: 26.12 years
Age Range: 23.00 to 30.00 years","Patients: 8
Sequences: 8",MRI,Adult,Brain
ds004663,https://openneuro.org/datasets/ds004663/versions/1.0.3,,,,False,,,,"Patients: 34
Sequences: 34",MRI,,Brain
ds004666,https://openneuro.org/datasets/ds004666/versions/1.0.5,,,,False,,,,"Patients: 1
Sequences: 1",MRI,,Brain
ds004670,https://openneuro.org/datasets/ds004670/versions/1.0.1,,,,False,,,,"Patients: 7
Sequences: 7",MRI,,Brain
ds004692,https://openneuro.org/datasets/ds004692/versions/1.0.0,https://doi.org/10.1016/j.neuroimage.2023.120307,,,True,Patient-Level,True,"Avg. Age: 21.07 years
Age Range: 18.00 to 32.00 years","Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004693,https://openneuro.org/datasets/ds004693/versions/1.0.3,,,,True,Patient-Level,True,"Avg. Age: 24.40 years
Age Range: 18.00 to 33.00 years","Patients: 30
Sequences: 30",MRI,Adult,Brain
ds004697,https://openneuro.org/datasets/ds004697/versions/1.0.2,,"Keller) collected at The Pennsylvania State University's University Park campus in State College, PA",,True,Patient-Level,True,"Avg. Age: 7.84 years
Age Range: 7.00 to 8.99 years","Patients: 94
Sequences: 94",MRI,Peds,Brain
ds004698,https://openneuro.org/datasets/ds004698/versions/2.0.0,,"# Center for Human Neuroscience (CHN) Retinotopic Mapping Dataset

The Center for Human Neuroscience (CHN) Retinotopic Mapping Dataset collected at the University of Washington is part of ""Improving the reliability and accuracy of population receptive field measures using a 'log-bar' stimulus"" by Kelly Chang, Ione Fine, and Geoffrey M",,True,Patient-Level,True,"Avg. Age: 28.67 years
Age Range: 20.00 to 38.00 years","Patients: 12
Sequences: 12",MRI,Adult,Brain
ds004711,https://openneuro.org/datasets/ds004711/versions/1.0.0,https://doi.org/10.3758/s13415-022-01060-6,"This dataset was collected between 2016 and 2017 at the University Hospital Basel, Switzerland",,True,Patient-Level,True,"Avg. Age: 45.05 years
Age Range: 16.22 to 81.48 years","Patients: 189
Sequences: 189",MRI,"Peds, Adult (>95.23%)",Brain
ds004712,https://openneuro.org/datasets/ds004712/versions/2.0.0,,"3T Siemens Trio (phase A only): OCMR, John Radcliffe Hospital, Oxford
7
3T Siemens Prisma (64ch): WIN-OHBA, Warneford Hospital, Oxford
6
3T Siemens Prisma (32ch): WIN-FMRIB, John Radcliffe Hospital, Oxford
5","For phase B, all data have been acquired under University of Nottingham Research ethics FMHS-452-0122 (S.N.S. PI), also approved by University of Oxford Medical Sciences Research Ethics Committee (R79669/RE001).
For phase A, Nottingham data: FMHS-36-1220-03 and H14082014/47. Oxford data: technical development approved by the Oxford University Clinical Trials and Research Governance office.",True,Patient-Level,True,"Avg. Age: 31.50 years
Age Range: 19.00 to 50.00 years","Patients: 20
Sequences: 20",MRI,Adult,Brain
ds004715,https://openneuro.org/datasets/ds004715/versions/1.0.3,,,,False,,,,"Patients: 11
Sequences: 11",MRI,,Brain
ds004717,https://openneuro.org/datasets/ds004717/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 53.45 years
Age Range: 22.00 to 76.00 years","Patients: 42
Sequences: 42",MRI,Adult,Brain
ds004718,https://openneuro.org/datasets/ds004718/versions/1.1.0,,"The preprocessing of both resting and functional MRI data included the following steps: (1) skull-stripping, (2) slice-timing correction with the temporal realignment of slices according to the reference slice, (3) BOLD time-series co-registration to the T1w reference image, (4) head-motion estimations and spatial realignment to adjust for linear head motion, (5) applying parameters from structural images to spatially normalize functional images into Montreal Neurological Institute (MNI) template, and (6) smoothing by a 6mm FWHM (full-width half-maximum) Gaussian kernel
EEG data was collected at the Speech and Language Sciences Laboratory within the Department of Chinese and Bilingual Studies at the same university
), provided by The Hong Kong Polytechnic University",,True,Patient-Level,True,"Avg. Age: 69.12 years
Age Range: 65.00 to 77.00 years","Patients: 52
Sequences: 52",MRI,Adult,Brain
ds004720,https://openneuro.org/datasets/ds004720/versions/1.0.0,,,,True,Patient-Level,True,"Avg. Age: 22.00 years
Age Range: 21.00 to 23.00 years","Patients: 2
Sequences: 2",MRI,Adult,Brain
ds004725,https://openneuro.org/datasets/ds004725/versions/1.0.1,10.1002/sim.7039 10.1016/j.neuroimage.2022.119045 10.1016/j.neuroimage.2022.119045,,"UF Institutional Review Board (IRB#39–2013); approved by the FDA (IND 100,860); pre-registered with ClinicalTrials.gov (NCT01823146)",True,Patient-Level,True,"Avg. Age: 46.47 years
Age Range: 18.29 to 80.73 years","Patients: 87
Sequences: 87",MRI,Adult,Brain
ds004730,https://openneuro.org/datasets/ds004730/versions/1.0.0,,,"National Institutes of Health Combined Neuroscience Institutional Review Board
National Institutes of Health Radiation Safety Committee",True,Patient-Level,True,"Avg. Age: 22.10 years
Age Range: 20.00 to 24.00 years","Patients: 10
Sequences: 10",MRI,Adult,Brain
ds004731,https://openneuro.org/datasets/ds004731/versions/1.0.0,,,National Institutes of Health Institutional Review Board Protocol Number is 09-M-N230.,True,Patient-Level,True,"Avg. Age: 22.14 years
Age Range: 18.00 to 28.00 years","Patients: 35
Sequences: 35",MRI,Adult,Brain
